"HHID","AGroup_ID","a8aq1","a8aq2","a8aq3","a8aq4","a8aq5","a8aq6a","a8aq6b","hh","wgt_X"
224010402,107,1,1,0,,,,,"H22401-04-02",1102.41516113281
224060401,106,0,,,,,,,"H22406-04-01",2204.83032226563
224060401,108,0,,,,,,,"H22406-04-01",2204.83032226563
224070401,106,0,,,,,,,"H22407-04-01",734.943359375
224070401,107,0,,,,,,,"H22407-04-01",734.943359375
224080401,106,0,,,,,,,"H22408-04-01",2204.83032226563
224080401,107,0,,,,,,,"H22408-04-01",2204.83032226563
224090401,106,0,,,,,,,"H22409-04-01",2204.83032226563
224090401,107,1,1,0,,,,,"H22409-04-01",2204.83032226563
224100401,105,0,,,,,,,"H22410-04-01",2204.83032226563
224100401,107,0,,,,,,,"H22410-04-01",2204.83032226563
225010401,107,1,1.5,0,,,,,"H22501-04-01",2204.83032226563
225020401,107,2,1.5,0,,,,,"H22502-04-01",1102.41516113281
225020402,105,0,,,,,,,"H22502-04-02",1102.41516113281
225020402,107,0,,,,,,,"H22502-04-02",1102.41516113281
225030401,105,0,,,,,,,"H22503-04-01",1102.41516113281
225030401,107,0,,,,,,,"H22503-04-01",1102.41516113281
225030402,105,0,,,,,,,"H22503-04-02",1102.41516113281
225030402,107,2,2,0,,,,,"H22503-04-02",1102.41516113281
225040401,105,0,,,,,,,"H22504-04-01",2204.83032226563
225040401,106,0,,,,,,,"H22504-04-01",2204.83032226563
225040401,107,5,1.5,0,,,,,"H22504-04-01",2204.83032226563
225050401,105,0,,,,,,,"H22505-04-01",2204.83032226563
225050401,106,0,,,,,,,"H22505-04-01",2204.83032226563
225050401,107,4,0.5,0,,,,,"H22505-04-01",2204.83032226563
225060401,106,0,,,,,,,"H22506-04-01",2204.83032226563
225060401,107,2,2,0,,,,,"H22506-04-01",2204.83032226563
225070401,106,0,,,,,,,"H22507-04-01",2204.83032226563
225070401,107,0,,,,,,,"H22507-04-01",2204.83032226563
225090401,105,0,,,,,,,"H22509-04-01",2204.83032226563
225090401,107,5,2,0,,,,,"H22509-04-01",2204.83032226563
225100401,105,0,,,,,,,"H22510-04-01",2204.83032226563
225100401,106,0,,,,,,,"H22510-04-01",2204.83032226563
225100401,107,0,,,,,,,"H22510-04-01",2204.83032226563
228020401,105,0,,,,,,,"H22802-04-01",2204.83032226563
228020401,106,1,24,0,,,,,"H22802-04-01",2204.83032226563
228020401,107,2,1,0,,,,,"H22802-04-01",2204.83032226563
228020401,108,0,,,,,,,"H22802-04-01",2204.83032226563
228030401,106,0,,,,,,,"H22803-04-01",2204.83032226563
228030401,107,0,,,,,,,"H22803-04-01",2204.83032226563
228050401,106,0,,,,,,,"H22805-04-01",2204.83032226563
228060401,107,1,1,0,,,,,"H22806-04-01",2204.83032226563
228070401,106,0,,,,,,,"H22807-04-01",2204.83032226563
228070401,107,0,,,,,,,"H22807-04-01",2204.83032226563
231020401,105,0,,,,,,,"H23102-04-01",2204.83032226563
231020401,106,0,,,,,,,"H23102-04-01",2204.83032226563
231020401,107,1,1,0,,,,,"H23102-04-01",2204.83032226563
231020401,108,0,,,,,,,"H23102-04-01",2204.83032226563
231030401,105,0,,,,,,,"H23103-04-01",1102.41516113281
231030401,107,0,,,,,,,"H23103-04-01",1102.41516113281
231030402,107,0,,,,,,,"H23103-04-02",1102.41516113281
231040401,105,0,,,,,,,"H23104-04-01",1102.41516113281
231040401,106,0,,,,,,,"H23104-04-01",1102.41516113281
231040401,107,0,,,,,,,"H23104-04-01",1102.41516113281
231040401,108,0,,,,,,,"H23104-04-01",1102.41516113281
231050401,105,0,,,,,,,"H23105-04-01",2204.83032226563
231050401,106,1,32,0,,,,,"H23105-04-01",2204.83032226563
231050401,107,0,,,,,,,"H23105-04-01",2204.83032226563
231050401,108,0,,,,,,,"H23105-04-01",2204.83032226563
231060401,105,0,,,,,,,"H23106-04-01",2204.83032226563
231060401,106,0,,,,,,,"H23106-04-01",2204.83032226563
231060401,107,2,0.5,0,,,,,"H23106-04-01",2204.83032226563
231070401,105,0,,,,,,,"H23107-04-01",2204.83032226563
231070401,106,0,,,,,,,"H23107-04-01",2204.83032226563
231070401,107,0,,,,,,,"H23107-04-01",2204.83032226563
231080401,105,0,,,,,,,"H23108-04-01",2204.83032226563
231080401,107,2,1,0,,,,,"H23108-04-01",2204.83032226563
231080401,108,0,,,,,,,"H23108-04-01",2204.83032226563
231090401,105,0,,,,,,,"H23109-04-01",734.943359375
231090401,106,0,,,,,,,"H23109-04-01",734.943359375
231090401,107,0,,,,,,,"H23109-04-01",734.943359375
231090401,108,0,,,,,,,"H23109-04-01",734.943359375
231090403,107,2,2,0,,,,,"H23109-04-03",734.943359375
231100401,105,0,,,,,,,"H23110-04-01",2204.83032226563
231100401,107,1,1.5,0,,,,,"H23110-04-01",2204.83032226563
233040401,107,0,,,,,,,"H23304-04-01",1887.58166503906
233070401,107,0,,,,,,,"H23307-04-01",1887.58166503906
233080401,105,0,,,,,,,"H23308-04-01",1887.58166503906
233120401,107,0,,,,,,,"H23312-04-01",1887.58166503906
234020401,106,0,,,,,,,"H23402-04-01",1887.58166503906
234060401,107,1,1,0,,,,,"H23406-04-01",1887.58166503906
234070401,107,2,1,0,,,,,"H23407-04-01",943.790832519531
234070402,105,0,,,,,,,"H23407-04-02",943.790832519531
234070402,106,0,,,,,,,"H23407-04-02",943.790832519531
235030401,107,1,2,0,,,,,"H23503-04-01",616.130615234375
235040401,106,0,,,,,,,"H23504-04-01",2464.5224609375
235040401,107,0,,,,,,,"H23504-04-01",2464.5224609375
235050401,105,0,,,,,,,"H23505-04-01",2464.5224609375
235050401,106,0,,,,,,,"H23505-04-01",2464.5224609375
235060401,106,0,,,,,,,"H23506-04-01",1232.26123046875
235060402,105,0,,,,,,,"H23506-04-02",1232.26123046875
235060402,106,0,,,,,,,"H23506-04-02",1232.26123046875
235060402,107,1,1,0,,,,,"H23506-04-02",1232.26123046875
235080401,106,0,,,,,,,"H23508-04-01",2464.5224609375
235090401,106,0,,,,,,,"H23509-04-01",821.507507324219
235090401,107,0,,,,,,,"H23509-04-01",821.507507324219
235090403,107,0,,,,,,,"H23509-04-03",821.507507324219
235100401,106,0,,,,,,,"H23510-04-01",1232.26123046875
235100401,107,0,,,,,,,"H23510-04-01",1232.26123046875
235130401,107,0,,,,,,,"H23513-04-01",2464.5224609375
235130401,108,0,,,,,,,"H23513-04-01",2464.5224609375
236010401,105,0,,,,,,,"H23601-04-01",821.507507324219
236010401,106,0,,,,,,,"H23601-04-01",821.507507324219
236010402,107,0,,,,,,,"H23601-04-02",821.507507324219
236040401,107,0,,,,,,,"H23604-04-01",2464.5224609375
236050401,105,0,,,,,,,"H23605-04-01",2464.5224609375
236050401,106,0,,,,,,,"H23605-04-01",2464.5224609375
236050401,107,0,,,,,,,"H23605-04-01",2464.5224609375
236060401,106,0,,,,,,,"H23606-04-01",2464.5224609375
236060401,107,2,1.5,0,,,,,"H23606-04-01",2464.5224609375
236070401,107,4,2,0,,,,,"H23607-04-01",492.904541015625
236070402,103,0,,,,,,,"H23607-04-02",492.904541015625
236070402,105,0,,,,,,,"H23607-04-02",492.904541015625
236070402,106,0,,,,,,,"H23607-04-02",492.904541015625
236070403,105,0,,,,,,,"H23607-04-03",492.904541015625
236070403,106,0,,,,,,,"H23607-04-03",492.904541015625
236070403,107,1,2,0,,,,,"H23607-04-03",492.904541015625
236070404,105,0,,,,,,,"H23607-04-04",492.904541015625
236070404,106,0,,,,,,,"H23607-04-04",492.904541015625
236070404,107,0,,,,,,,"H23607-04-04",492.904541015625
236070405,106,0,,,,,,,"H23607-04-05",492.904541015625
236070405,107,4,2.5,0,,,,,"H23607-04-05",492.904541015625
236080401,106,0,,,,,,,"H23608-04-01",2464.5224609375
236080401,107,0,,,,,,,"H23608-04-01",2464.5224609375
236100401,105,0,,,,,,,"H23610-04-01",2464.5224609375
236100401,106,0,,,,,,,"H23610-04-01",2464.5224609375
237010401,107,0,,,,,,,"H23701-04-01",1232.26123046875
237020401,106,0,,,,,,,"H23702-04-01",2464.5224609375
237050401,106,0,,,,,,,"H23705-04-01",2464.5224609375
237050401,107,1,1,0,,,,,"H23705-04-01",2464.5224609375
237070401,105,0,,,,,,,"H23707-04-01",2464.5224609375
237070401,106,0,,,,,,,"H23707-04-01",2464.5224609375
237080402,106,0,,,,,,,"H23708-04-02",821.507446289063
237080402,107,1,1,0,,,,,"H23708-04-02",821.507446289063
237090401,106,1,10,0,,,,,"H23709-04-01",2464.5224609375
238010401,105,0,,,,,,,"H23801-04-01",2464.5224609375
238010401,106,0,,,,,,,"H23801-04-01",2464.5224609375
238040401,106,0,,,,,,,"H23804-04-01",2464.5224609375
238040401,107,1,1,0,,,,,"H23804-04-01",2464.5224609375
238100401,106,0,,,,,,,"H23810-04-01",2464.5224609375
238100401,107,0,,,,,,,"H23810-04-01",2464.5224609375
238110401,107,0,,,,,,,"H23811-04-01",2464.5224609375
239010401,106,0,,,,,,,"H23901-04-01",2464.5224609375
239010401,107,0,,,,,,,"H23901-04-01",2464.5224609375
239020401,106,0,,,,,,,"H23902-04-01",2464.5224609375
239030401,106,0,,,,,,,"H23903-04-01",2464.5224609375
239030401,107,0,,,,,,,"H23903-04-01",2464.5224609375
239050401,106,0,,,,,,,"H23905-04-01",1232.26123046875
239050401,107,0,,,,,,,"H23905-04-01",1232.26123046875
239060401,105,0,,,,,,,"H23906-04-01",2464.5224609375
239060401,106,0,,,,,,,"H23906-04-01",2464.5224609375
239060401,107,0,,,,,,,"H23906-04-01",2464.5224609375
239070401,106,0,,,,,,,"H23907-04-01",2464.5224609375
239070401,107,2,1.5,0,,,,,"H23907-04-01",2464.5224609375
239090401,105,0,,,,,,,"H23909-04-01",2464.5224609375
239090401,106,0,,,,,,,"H23909-04-01",2464.5224609375
242010401,107,0,,,,,,,"H24201-04-01",2464.5224609375
242020401,106,0,,,,,,,"H24202-04-01",2464.5224609375
242020401,107,1,3,0,,,,,"H24202-04-01",2464.5224609375
242030401,106,3,15,27,2,216000,24203001,,"H24203-04-01",1232.26123046875
242030401,107,3,1.5,0,,,,,"H24203-04-01",1232.26123046875
242040401,106,0,,,,,,,"H24204-04-01",2464.5224609375
242050401,106,0,,,,,,,"H24205-04-01",1232.26123046875
242080401,106,0,,,,,,,"H24208-04-01",2464.5224609375
242090401,107,1,1,0,,,,,"H24209-04-01",1232.26123046875
242090401,108,0,,,,,,,"H24209-04-01",1232.26123046875
242100401,106,0,,,,,,,"H24210-04-01",1232.26123046875
242100401,107,0,,,,,,,"H24210-04-01",1232.26123046875
242100402,106,0,,,,,,,"H24210-04-02",1232.26123046875
242100402,107,0,,,,,,,"H24210-04-02",1232.26123046875
244010401,106,0,,,,,,,"H24401-04-01",821.507507324219
244010401,107,0,,,,,,,"H24401-04-01",821.507507324219
244010402,106,0,,,,,,,"H24401-04-02",821.507507324219
244030401,105,0,,,,,,,"H24403-04-01",1232.26123046875
244030401,106,1,12,9,4,76000,24403001,,"H24403-04-01",1232.26123046875
244030401,107,1,1.5,0,,,,,"H24403-04-01",1232.26123046875
244030402,106,0,,,,,,,"H24403-04-02",1232.26123046875
244090401,105,0,,,,,,,"H24409-04-01",2464.5224609375
245060401,107,0,,,,,,,"H24506-04-01",943.790832519531
245070401,107,0,,,,,,,"H24507-04-01",1887.58166503906
245090401,106,0,,,,,,,"H24509-04-01",1887.58166503906
245110401,107,0,,,,,,,"H24511-04-01",1887.58166503906
246060401,106,0,,,,,,,"H24606-04-01",1887.58166503906
246060401,107,0,,,,,,,"H24606-04-01",1887.58166503906
246100401,106,0,,,,,,,"H24610-04-01",1887.58166503906
248020401,105,0,,,,,,,"H24802-04-01",1232.26123046875
248020401,106,0,,,,,,,"H24802-04-01",1232.26123046875
248020401,107,2,1,0,,,,,"H24802-04-01",1232.26123046875
248020402,105,0,,,,,,,"H24802-04-02",1232.26123046875
248020402,106,0,,,,,,,"H24802-04-02",1232.26123046875
248020402,107,0,,,,,,,"H24802-04-02",1232.26123046875
248030401,106,0,,,,,,,"H24803-04-01",2464.5224609375
248030401,107,0,,,,,,,"H24803-04-01",2464.5224609375
248060401,106,0,,,,,,,"H24806-04-01",2464.5224609375
248060401,107,1,1,0,,,,,"H24806-04-01",2464.5224609375
248080401,106,0,,,,,,,"H24808-04-01",2464.5224609375
248090401,106,0,,,,,,,"H24809-04-01",2464.5224609375
248090401,107,2,1,0,,,,,"H24809-04-01",2464.5224609375
248110401,105,0,,,,,,,"H24811-04-01",2464.5224609375
248110401,106,0,,,,,,,"H24811-04-01",2464.5224609375
248110401,107,3,5,0,,,,,"H24811-04-01",2464.5224609375
250010401,105,0,,,,,,,"H25001-04-01",2464.5224609375
250010401,106,0,,,,,,,"H25001-04-01",2464.5224609375
250010401,107,3,1,0,,,,,"H25001-04-01",2464.5224609375
250020401,105,0,,,,,,,"H25002-04-01",2464.5224609375
250020401,106,0,,,,,,,"H25002-04-01",2464.5224609375
250020401,107,0,,,,,,,"H25002-04-01",2464.5224609375
250040401,106,0,,,,,,,"H25004-04-01",2464.5224609375
250050401,105,0,,,,,,,"H25005-04-01",2464.5224609375
250050401,106,0,,,,,,,"H25005-04-01",2464.5224609375
250050401,107,0,,,,,,,"H25005-04-01",2464.5224609375
250080401,106,0,,,,,,,"H25008-04-01",2464.5224609375
250080401,107,1,2,0,,,,,"H25008-04-01",2464.5224609375
250090401,106,0,,,,,,,"H25009-04-01",2464.5224609375
250090401,107,0,,,,,,,"H25009-04-01",2464.5224609375
250110401,105,0,,,,,,,"H25011-04-01",2464.5224609375
250110401,106,1,10,0,,,,,"H25011-04-01",2464.5224609375
250110401,107,3,1,0,,,,,"H25011-04-01",2464.5224609375
252010401,106,0,,,,,,,"H25201-04-01",1721.74719238281
252030401,105,0,,,,,,,"H25203-04-01",3443.49438476563
252030401,106,0,,,,,,,"H25203-04-01",3443.49438476563
252030401,107,1,1,0,,,,,"H25203-04-01",3443.49438476563
252040401,106,0,,,,,,,"H25204-04-01",1721.74719238281
252040401,107,0,,,,,,,"H25204-04-01",1721.74719238281
252040402,106,0,,,,,,,"H25204-04-02",1721.74719238281
252040402,107,0,,,,,,,"H25204-04-02",1721.74719238281
252090401,106,0,,,,,,,"H25209-04-01",3443.49438476563
252100401,106,2,15,0,,,,,"H25210-04-01",3443.49438476563
252100401,107,0,,,,,,,"H25210-04-01",3443.49438476563
254010401,105,0,,,,,,,"H25401-04-01",2437.248046875
254020401,105,0,,,,,,,"H25402-04-01",1218.6240234375
254020401,106,0,,,,,,,"H25402-04-01",1218.6240234375
254020402,106,0,,,,,,,"H25402-04-02",1218.6240234375
254030402,106,0,,,,,,,"H25403-04-02",1218.6240234375
254040401,106,0,,,,,,,"H25404-04-01",2437.248046875
254060401,108,0,,,,,,,"H25406-04-01",2437.248046875
254070401,105,0,,,,,,,"H25407-04-01",2437.248046875
254070401,106,0,,,,,,,"H25407-04-01",2437.248046875
254080401,102,0,,,,,,,"H25408-04-01",1218.6240234375
254080401,105,0,,,,,,,"H25408-04-01",1218.6240234375
254080401,106,2,15,0,,,,,"H25408-04-01",1218.6240234375
254090401,105,1,180,160,5,960000,25409001,25409002,"H25409-04-01",812.415954589844
254090401,106,0,,,,,,,"H25409-04-01",812.415954589844
254100401,105,0,,,,,,,"H25410-04-01",1218.6240234375
254100401,106,0,,,,,,,"H25410-04-01",1218.6240234375
254100402,105,0,,,,,,,"H25410-04-02",1218.6240234375
254100402,106,0,,,,,,,"H25410-04-02",1218.6240234375
256030401,106,0,,,,,,,"H25603-04-01",2437.24829101563
256050401,106,0,,,,,,,"H25605-04-01",2437.24829101563
256050401,107,0,,,,,,,"H25605-04-01",2437.24829101563
256070401,101,0,,,,,,,"H25607-04-01",2437.24829101563
256090401,106,1,10,0,,,,,"H25609-04-01",348.178344726563
256090402,106,0,,,,,,,"H25609-04-02",348.178344726563
256100401,106,0,,,,,,,"H25610-04-01",812.416076660156
256100401,107,0,,,,,,,"H25610-04-01",812.416076660156
256100401,108,0,,,,,,,"H25610-04-01",812.416076660156
256100402,105,0,,,,,,,"H25610-04-02",812.416076660156
256100403,106,0,,,,,,,"H25610-04-03",812.416076660156
257020401,101,0,,,,,,,"H25702-04-01",1218.6240234375
257020401,106,0,,,,,,,"H25702-04-01",1218.6240234375
257020401,107,0,,,,,,,"H25702-04-01",1218.6240234375
257020401,108,0,,,,,,,"H25702-04-01",1218.6240234375
257050401,101,0,,,,,,,"H25705-04-01",1218.6240234375
257060401,101,0,,,,,,,"H25706-04-01",609.31201171875
257060402,101,0,,,,,,,"H25706-04-02",609.31201171875
257070401,101,0,,,,,,,"H25707-04-01",2437.248046875
257080401,101,0,,,,,,,"H25708-04-01",2437.248046875
257080401,106,0,,,,,,,"H25708-04-01",2437.248046875
257090401,101,0,,,,,,,"H25709-04-01",2437.248046875
259030401,101,0,,,,,,,"H25903-04-01",487.449645996094
259030401,106,4,30,0,,,,,"H25903-04-01",487.449645996094
259030404,106,0,,,,,,,"H25903-04-04",487.449645996094
259040401,106,0,,,,,,,"H25904-04-01",2437.24829101563
259040401,107,0,,,,,,,"H25904-04-01",2437.24829101563
259050401,106,0,,,,,,,"H25905-04-01",2437.24829101563
259060401,107,0,,,,,,,"H25906-04-01",1218.62414550781
259070401,105,0,,,,,,,"H25907-04-01",2437.24829101563
259070401,106,0,,,,,,,"H25907-04-01",2437.24829101563
259090401,106,0,,,,,,,"H25909-04-01",2437.24829101563
259090401,108,0,,,,,,,"H25909-04-01",2437.24829101563
259100401,101,0,,,,,,,"H25910-04-01",812.416076660156
259100401,102,0,,,,,,,"H25910-04-01",812.416076660156
260090401,106,0,,,,,,,"H26009-04-01",573.915710449219
260090401,107,0,,,,,,,"H26009-04-01",573.915710449219
260090404,106,0,,,,,,,"H26009-04-04",573.915710449219
260100401,105,0,,,,,,,"H26010-04-01",3443.49438476563
260100401,107,2,3,0,,,,,"H26010-04-01",3443.49438476563
260100401,108,0,,,,,,,"H26010-04-01",3443.49438476563
260120401,107,0,,,,,,,"H26012-04-01",3443.49438476563
260120401,108,0,,,,,,,"H26012-04-01",3443.49438476563
261020402,108,0,,,,,,,"H26102-04-02",3443.49487304688
261060402,107,0,,,,,,,"H26106-04-02",1721.74743652344
261070401,107,0,,,,,,,"H26107-04-01",3443.49487304688
261070401,108,0,,,,,,,"H26107-04-01",3443.49487304688
261080401,107,0,,,,,,,"H26108-04-01",3443.49487304688
261100401,101,0,,,,,,,"H26110-04-01",3443.49487304688
261100401,105,0,,,,,,,"H26110-04-01",3443.49487304688
261110401,107,0,,,,,,,"H26111-04-01",3443.49487304688
261110401,108,0,,,,,,,"H26111-04-01",3443.49487304688
262010401,107,0,,,,,,,"H26201-04-01",1721.74743652344
262030401,108,0,,,,,,,"H26203-04-01",1721.74743652344
262040401,106,0,,,,,,,"H26204-04-01",3443.49487304688
262040401,107,1,1,0,,,,,"H26204-04-01",3443.49487304688
262040401,108,0,,,,,,,"H26204-04-01",3443.49487304688
262050401,107,1,5,0,,,,,"H26205-04-01",3443.49487304688
262060402,108,0,,,,,,,"H26206-04-02",1721.74743652344
262070401,107,3,4,0,,,,,"H26207-04-01",3443.49487304688
262070401,108,0,,,,,,,"H26207-04-01",3443.49487304688
262090401,107,0,,,,,,,"H26209-04-01",688.698974609375
262090401,108,0,,,,,,,"H26209-04-01",688.698974609375
262090404,107,1,2,0,,,,,"H26209-04-04",688.698974609375
262090404,108,0,,,,,,,"H26209-04-04",688.698974609375
262100401,107,1,1,0,,,,,"H26210-04-01",3443.49487304688
262100401,108,0,,,,,,,"H26210-04-01",3443.49487304688
263020401,106,0,,,,,,,"H26302-04-01",3443.49438476563
263020401,107,2,5,0,,,,,"H26302-04-01",3443.49438476563
263040401,108,0,,,,,,,"H26304-04-01",3443.49438476563
263050401,106,0,,,,,,,"H26305-04-01",3443.49438476563
263070401,107,0,,,,,,,"H26307-04-01",3443.49438476563
263080401,106,0,,,,,,,"H26308-04-01",3443.49438476563
263090401,106,0,,,,,,,"H26309-04-01",3443.49438476563
264050401,106,0,,,,,,,"H26405-04-01",3443.49487304688
264060401,107,0,,,,,,,"H26406-04-01",3443.49487304688
264070401,106,1,15,0,,,,,"H26407-04-01",3443.49487304688
264070401,107,2,3,0,,,,,"H26407-04-01",3443.49487304688
264100401,106,0,,,,,,,"H26410-04-01",3443.49487304688
264110401,106,0,,,,,,,"H26411-04-01",860.873718261719
264110401,107,2,1.5,0,,,,,"H26411-04-01",860.873718261719
264110403,106,0,,,,,,,"H26411-04-03",860.873718261719
264110403,108,0,,,,,,,"H26411-04-03",860.873718261719
264160401,105,0,,,,,,,"H26416-04-01",3443.49487304688
264160401,106,0,,,,,,,"H26416-04-01",3443.49487304688
265020401,107,0,,,,,,,"H26502-04-01",812.415954589844
265050401,106,0,,,,,,,"H26505-04-01",2437.248046875
265090401,101,0,,,,,,,"H26509-04-01",2437.248046875
265110401,106,0,,,,,,,"H26511-04-01",1218.6240234375
266020401,107,0,,,,,,,"H26602-04-01",1218.6240234375
266020401,108,0,,,,,,,"H26602-04-01",1218.6240234375
266030403,106,0,,,,,,,"H26603-04-03",812.415954589844
266070401,105,0,,,,,,,"H26607-04-01",2437.248046875
266070401,106,0,,,,,,,"H26607-04-01",2437.248046875
266100401,101,0,,,,,,,"H26610-04-01",2437.248046875
266100401,106,0,,,,,,,"H26610-04-01",2437.248046875
270040401,101,0,,,,,,,"H27004-04-01",3443.49438476563
270040401,102,0,,,,,,,"H27004-04-01",3443.49438476563
270050401,107,0,,,,,,,"H27005-04-01",3443.49438476563
270070401,106,0,,,,,,,"H27007-04-01",3443.49438476563
271030401,106,0,,,,,,,"H27103-04-01",3443.49438476563
271030401,107,0,,,,,,,"H27103-04-01",3443.49438476563
271040401,106,0,,,,,,,"H27104-04-01",3443.49438476563
271060402,106,0,,,,,,,"H27106-04-02",1147.83142089844
271060402,107,0,,,,,,,"H27106-04-02",1147.83142089844
271070401,105,0,,,,,,,"H27107-04-01",3443.49438476563
271080401,105,0,,,,,,,"H27108-04-01",3443.49438476563
271080401,107,0,,,,,,,"H27108-04-01",3443.49438476563
271100401,101,0,,,,,,,"H27110-04-01",3443.49438476563
271100401,105,0,,,,,,,"H27110-04-01",3443.49438476563
271100401,106,0,,,,,,,"H27110-04-01",3443.49438476563
274020401,105,0,,,,,,,"H27402-04-01",1721.74743652344
274020401,106,0,,,,,,,"H27402-04-01",1721.74743652344
274020401,107,0,,,,,,,"H27402-04-01",1721.74743652344
274020402,106,0,,,,,,,"H27402-04-02",1721.74743652344
274020402,107,0,,,,,,,"H27402-04-02",1721.74743652344
274030401,106,0,,,,,,,"H27403-04-01",3443.49487304688
274030401,107,0,,,,,,,"H27403-04-01",3443.49487304688
274030401,108,0,,,,,,,"H27403-04-01",3443.49487304688
274040401,106,0,,,,,,,"H27404-04-01",1721.74743652344
274040401,107,0,,,,,,,"H27404-04-01",1721.74743652344
274080401,105,0,,,,,,,"H27408-04-01",3443.49487304688
274080401,106,0,,,,,,,"H27408-04-01",3443.49487304688
274090401,105,0,,,,,,,"H27409-04-01",3443.49487304688
274090401,106,0,,,,,,,"H27409-04-01",3443.49487304688
278010401,106,0,,,,,,,"H27801-04-01",3443.49438476563
278020401,106,0,,,,,,,"H27802-04-01",3443.49438476563
278050401,106,0,,,,,,,"H27805-04-01",1721.74719238281
278050402,107,0,,,,,,,"H27805-04-02",1721.74719238281
278060401,106,0,,,,,,,"H27806-04-01",1721.74719238281
278060401,107,0,,,,,,,"H27806-04-01",1721.74719238281
278060402,107,0,,,,,,,"H27806-04-02",1721.74719238281
278070401,106,0,,,,,,,"H27807-04-01",3443.49438476563
278080401,108,0,,,,,,,"H27808-04-01",1721.74719238281
278100401,107,3,3,0,,,,,"H27810-04-01",3443.49438476563
279010401,107,0,,,,,,,"H27901-04-01",3443.49438476563
279020401,106,0,,,,,,,"H27902-04-01",3443.49438476563
279020401,107,0,,,,,,,"H27902-04-01",3443.49438476563
279030401,107,0,,,,,,,"H27903-04-01",3443.49438476563
279040401,106,0,,,,,,,"H27904-04-01",3443.49438476563
279040401,107,0,,,,,,,"H27904-04-01",3443.49438476563
279070401,106,0,,,,,,,"H27907-04-01",1721.74719238281
279080401,106,0,,,,,,,"H27908-04-01",1721.74719238281
279080401,107,3,5,0,,,,,"H27908-04-01",1721.74719238281
279090401,106,0,,,,,,,"H27909-04-01",3443.49438476563
279090401,107,2,1,0,,,,,"H27909-04-01",3443.49438476563
279100401,106,0,,,,,,,"H27910-04-01",3443.49438476563
281020401,106,0,,,,,,,"H28102-04-01",3443.49438476563
281020401,107,0,,,,,,,"H28102-04-01",3443.49438476563
281020401,108,0,,,,,,,"H28102-04-01",3443.49438476563
281050401,106,0,,,,,,,"H28105-04-01",3443.49438476563
281050401,107,0,,,,,,,"H28105-04-01",3443.49438476563
281060401,105,0,,,,,,,"H28106-04-01",3443.49438476563
281060401,106,0,,,,,,,"H28106-04-01",3443.49438476563
281060401,107,0,,,,,,,"H28106-04-01",3443.49438476563
281070401,107,1,2,0,,,,,"H28107-04-01",3443.49438476563
281070401,108,0,,,,,,,"H28107-04-01",3443.49438476563
281080402,107,0,,,,,,,"H28108-04-02",1721.74719238281
281080402,108,0,,,,,,,"H28108-04-02",1721.74719238281
281090402,107,0,,,,,,,"H28109-04-02",1721.74719238281
282060401,105,0,,,,,,,"H28206-04-01",1721.74743652344
282060401,106,0,,,,,,,"H28206-04-01",1721.74743652344
282070402,108,0,,,,,,,"H28207-04-02",1721.74743652344
282090401,105,0,,,,,,,"H28209-04-01",3443.49487304688
282090401,106,0,,,,,,,"H28209-04-01",3443.49487304688
282090401,107,0,,,,,,,"H28209-04-01",3443.49487304688
282090401,108,0,,,,,,,"H28209-04-01",3443.49487304688
282100401,102,0,,,,,,,"H28210-04-01",3443.49487304688
282100401,107,1,1.5,0,,,,,"H28210-04-01",3443.49487304688
282110401,106,0,,,,,,,"H28211-04-01",3443.49487304688
283100401,106,0,,,,,,,"H28310-04-01",3443.49438476563
283100401,107,0,,,,,,,"H28310-04-01",3443.49438476563
283100401,108,0,,,,,,,"H28310-04-01",3443.49438476563
285020401,106,0,,,,,,,"H28502-04-01",2437.248046875
285030401,107,0,,,,,,,"H28503-04-01",2437.248046875
285040401,107,0,,,,,,,"H28504-04-01",2437.248046875
285060401,106,0,,,,,,,"H28506-04-01",2437.248046875
285060401,107,0,,,,,,,"H28506-04-01",2437.248046875
285060401,108,0,,,,,,,"H28506-04-01",2437.248046875
285100401,106,0,,,,,,,"H28510-04-01",2437.248046875
287060401,108,0,,,,,,,"H28706-04-01",3443.49438476563
287100401,107,0,,,,,,,"H28710-04-01",3443.49438476563
290020401,106,0,,,,,,,"H29002-04-01",3443.49438476563
290030401,106,0,,,,,,,"H29003-04-01",3443.49438476563
290030401,107,2,5,0,,,,,"H29003-04-01",3443.49438476563
290040401,106,0,,,,,,,"H29004-04-01",3443.49438476563
290040401,107,2,2,0,,,,,"H29004-04-01",3443.49438476563
290050401,107,1,1.5,0,,,,,"H29005-04-01",3443.49438476563
290050401,108,0,,,,,,,"H29005-04-01",3443.49438476563
290060401,106,0,,,,,,,"H29006-04-01",3443.49438476563
292020401,101,0,,,,,,,"H29202-04-01",2437.248046875
292090401,106,0,,,,,,,"H29209-04-01",2437.248046875
294020401,101,0,,,,,,,"H29402-04-01",2437.248046875
294030401,107,7,1.5,0,,,,,"H29403-04-01",2437.248046875
294070401,106,0,,,,,,,"H29407-04-01",2437.248046875
294090401,105,0,,,,,,,"H29409-04-01",2437.248046875
294090401,106,0,,,,,,,"H29409-04-01",2437.248046875
294100401,101,0,,,,,,,"H29410-04-01",1218.6240234375
294100401,106,2,15,0,,,,,"H29410-04-01",1218.6240234375
